date,daily_deaths
2021-03-11,-8.0
2021-03-12,-82.0
2021-03-13,781.0
2021-03-14,-931.0
2021-03-15,-34.0
2021-03-16,84.0
2021-03-17,89.0
2021-03-18,49.0
2021-03-19,-59.0
2021-03-20,-144.0
2021-03-21,-43.0
2021-03-22,98.0
2021-03-23,87.0
2021-03-24,53.0
2021-03-25,-14.0
2021-03-26,-65.0
2021-03-27,-49.0
2021-03-28,-73.0
2021-03-29,-40.0
2021-03-30,50.0
2021-03-31,56.0
2021-04-01,-30.0
2021-04-02,85.0
2021-04-03,-152.0
2021-04-04,-55.0
2021-04-05,29.0
2021-04-06,92.0
2021-04-07,7.0
2021-04-08,43.0
2021-04-09,-7.0
2021-04-10,-84.0
2021-04-11,-53.0
2021-04-12,-24.0
2021-04-13,140.0
2021-04-14,31.0
2021-04-15,-80.0
2021-04-16,45.0
2021-04-17,-122.0
2021-04-18,-25.0
2021-04-19,-1.0
2021-04-20,116.0
2021-04-21,-8.0
2021-04-22,-12.0
2021-04-23,24.0
2021-04-24,-87.0
2021-04-25,-30.0
2021-04-26,25.0
2021-04-27,13.0
2021-04-28,30.0
2021-04-29,41.0
2021-04-30,10.0
2021-05-01,-53.0
2021-05-02,-35.0
2021-05-03,-9.0
2021-05-04,63.0
2021-05-05,-44.0
2021-05-06,61.0
2021-05-07,-22.0
2021-05-08,-52.0
2021-05-09,-33.0
2021-05-10,18.0
2021-05-11,36.0
2021-05-12,88.0
2021-05-13,-9.0
2021-05-14,-74.0
2021-05-15,-53.0
2021-05-16,-2.0
2021-05-17,20.0
2021-05-18,26.0
2021-05-19,11.0
2021-05-20,-1.0
2021-05-21,20.0
2021-05-22,-53.0
2021-05-23,-35.0
2021-05-24,126.0
2021-05-25,-73.0
2021-05-26,3.0
2021-05-27,131.0
2021-05-28,-124.0
2021-05-29,-36.0
2021-05-30,-44.0
2021-05-31,-4.0
2021-06-01,25.0
2021-06-02,49.0
2021-06-03,33.0
2021-06-04,-62.0
2021-06-05,1.0
2021-06-06,61.0
2021-06-07,-62.0
2021-06-08,5.0
2021-06-09,16.0
2021-06-10,18.0
2021-06-11,-17.0
2021-06-12,-46.0
2021-06-13,-29.0
2021-06-14,5.0
2021-06-15,97.0
2021-06-16,-34.0
2021-06-17,-10.0
2021-06-18,23.0
2021-06-19,-37.0
2021-06-20,-17.0
2021-06-21,23.0
2021-06-22,2.0
2021-06-23,78.0
2021-06-24,-34.0
2021-06-25,18.0
2021-06-26,-90.0
2021-06-27,10.0
2021-06-28,-15.0
2021-06-29,49.0
2021-06-30,26.0
2021-07-01,-15.0
2021-07-02,-46.0
2021-07-03,-19.0
2021-07-04,-17.0
2021-07-05,-8.0
2021-07-06,122.0
2021-07-07,-41.0
2021-07-08,6.0
2021-07-09,25.0
2021-07-10,-76.0
2021-07-11,-20.0
2021-07-12,93.0
2021-07-13,-23.0
2021-07-14,1.0
2021-07-15,15.0
2021-07-16,5.0
2021-07-17,-91.0
2021-07-18,-5.0
2021-07-19,59.0
2021-07-20,-33.0
2021-07-21,46.0
2021-07-22,-20.0
2021-07-23,35.0
2021-07-24,-70.0
2021-07-25,-17.0
2021-07-26,89.0
2021-07-27,-5.0
2021-07-28,-11.0
2021-07-29,47.0
2021-07-30,-28.0
2021-07-31,-78.0
2021-08-01,-20.0
2021-08-02,174.0
2021-08-03,-87.0
2021-08-04,64.0
2021-08-05,-14.0
2021-08-06,5.0
2021-08-07,-91.0
2021-08-08,2.0
2021-08-09,43.0
2021-08-10,65.0
2021-08-11,-91.0
2021-08-12,50.0
2021-08-13,59.0
2021-08-14,-122.0
2021-08-15,-21.0
2021-08-16,72.0
2021-08-17,48.0
2021-08-18,86.0
2021-08-19,-59.0
2021-08-20,80.0
2021-08-21,-167.0
2021-08-22,-49.0
2021-08-23,111.0
2021-08-24,135.0
2021-08-25,-29.0
2021-08-26,-30.0
2021-08-27,79.0
2021-08-28,-179.0
2021-08-29,-59.0
2021-08-30,117.0
2021-08-31,89.0
2021-09-01,39.0
2021-09-02,15.0
2021-09-03,20.0
2021-09-04,-230.0
2021-09-05,-21.0
2021-09-06,-69.0
2021-09-07,316.0
2021-09-08,32.0
2021-09-09,39.0
2021-09-10,-75.0
2021-09-11,-217.0
2021-09-12,-57.0
2021-09-13,233.0
2021-09-14,164.0
2021-09-15,20.0
2021-09-16,-102.0
